Factura,Fecha,FechaVencimiento,Cliente,Producto,Cantidad,Moneda,Total,Almacen,Vendedor,TotalUSD,Impuesto,ImpuestoUSD,Tipo de cambio,Ganacia,GananciaUSD
000537561,20170526.,20170526.,C003212,A000321,6.00,CRC,"5,301.00",1,-1,0,0.00,0,0,"2,134.0000",0
000537561,20170526.,20170526.,C003212,A000345,6.00,CRC,"1,259.70",1,-1,0,0.00,0,0,7.920.200,0
000537561,20170526.,20170526.,C003212,A000341,10.00,CRC,"2,099.50",1,-1,0,0.00,0,0,"1,299.3200",0
000537616,20170526.,20170626.,C001577,A000359,4.00,CRC,"9,864.00",1,-1,0,0.00,0,0,"1,970.8000",0
000537622,20170526.,20170526.,C003156,A000309,4.00,CRC,"42,462.00",1,-1,0,"5,520.06",0,0,"16,514.8100",0
000537622,20170526.,20170526.,C003156,A000308,5.00,CRC,"37,327.50",1,-1,0,"4,852.58",0,0,"14,726.3100",0
000537656,20170526.,20170610.,C001586,A000322,6.00,CRC,"7,674.00",1,-1,0,0.00,0,0,"2,695.5200",0
000537656,20170526.,20170610.,C001586,A000329,6.00,CRC,"6,150.00",1,-1,0,0.00,0,0,"2,676.8000",0
000537656,20170526.,20170610.,C001586,A000336,6.00,CRC,"8,748.00",1,-1,0,0.00,0,0,"4,963.9900",0
000537663,20170526.,20170810.,C001630,A000336,96.00,USD,"70,765.71",2,-1,0,0.00,0,0,"10,221.4900",0
000537663,20170526.,20170810.,C001630,A000348,48.00,USD,"63,917.41",2,-1,0,0.00,0,0,"10,563.4000",0
000537748,20170527.,20170627.,C003276,A000382,6.00,CRC,"10,808.58",1,-1,0,0.00,0,0,"3,072.7800",0
000537795,20170529.,20170529.,C003790,A000336,6.00,CRC,"8,310.60",1,-1,0,0.00,0,0,"4,526.5900",0
000537813,20170529.,20170629.,C001591,A000376,6.00,CRC,"29,725.20",1,-1,0,0.00,0,0,"5,943.3800",0
000537817,20170529.,20170729.,C003691,A000341,30.00,CRC,"5,411.10",2,-1,0,0.00,0,0,"2,821.1700",0
000537831,20170529.,20170729.,C003691,A000329,300.00,CRC,"253,500.00",2,-1,0,"31,636.80",0,0,"69,700.1700",0
000537837,20170529.,20170629.,C000117,A000382,12.00,CRC,"21,617.16",1,-1,0,0.00,0,0,"6,145.5600",0
000537848,20170529.,20170829.,C000395,A000376,6.00,CRC,"25,049.43",1,-1,0,0.00,0,0,"1,267.6100",0
000537857,20170529.,20170629.,C000640,A000356,3.00,CRC,"33,795.00",1,-1,0,0.00,0,0,"5,069.2700",0
000537916,20170529.,20170629.,C000080,A000329,6.00,CRC,"6,150.00",1,-1,0,0.00,0,0,"2,676.8000",0
000537958,20170529.,20170629.,C002994,A000348,6.00,CRC,"13,196.88",1,-1,0,"1,715.59",0,0,"6,527.6300",0
000537963,20170529.,20170629.,C000277,A000308,1.00,CRC,"7,465.50",1,-1,0,970.51,0,0,"2,945.2600",0
000537971,20170529.,20170629.,C002041,A000336,12.00,CRC,"9,600.00",1,-1,0,0.00,0,0,"2,031.9700",0
000537989,20170529.,20170629.,C000642,A000329,10.00,CRC,"10,250.00",1,-1,0,0.00,0,0,"4,461.3400",0
000538000,20170529.,20170629.,C000278,A000378,7.00,CRC,"43,239.00",1,-1,0,0.00,0,0,0.0000,0
000538081,20170530.,20170630.,C000013,A000382,40.00,CRC,"72,057.20",1,-1,0,0.00,0,0,"20,485.1900",0
000538084,20170530.,20170730.,C000345,A000348,24.00,CRC,"41,040.00",1,-1,0,"5,335.20",0,0,"14,363.0000",0
000538099,20170530.,20170630.,C000014,A000382,12.00,CRC,"21,617.16",1,-1,0,0.00,0,0,"6,145.5600",0
000538162,20170530.,20170630.,C003639,A000376,2.00,CRC,"8,348.00",1,-1,0,0.00,0,0,4.207.300,0
000538277,20170530.,20170530.,C001242,A000348,6.00,CRC,"9,747.00",1,-1,0,"1,267.11",0,0,"3,077.7500",0
000538311,20170530.,20170530.,C003337,A000400,2.00,CRC,"20,430.70",1,-1,0,0.00,0,0,"3,486.2200",0
000538427,20170530.,20170630.,C000151,A000321,6.00,CRC,"5,580.00",1,-1,0,0.00,0,0,"2,413.0000",0
000538427,20170530.,20170630.,C000151,A000329,6.00,CRC,"6,150.00",1,-1,0,0.00,0,0,"2,676.8000",0
000538429,20170530.,20170630.,C001443,A000335,6.00,CRC,"15,990.00",1,-1,0,0.00,0,0,"5,591.6200",0
000538623,20170531.,20170531.,C002762,A000309,1.00,CRC,"10,615.00",1,-1,0,"1,379.95",0,0,"4,128.2000",0
000538765,20170531.,20170630.,C001453,A000377,2.00,CRC,"23,668.86",1,-1,0,0.00,0,0,"1,182.5500",0
000538765,20170531.,20170630.,C001453,A000329,1.00,CRC,"1,025.00",1,-1,0,0.00,0,0,4.461.300,0
000538819,20170601.,20170701.,C000021,A000377,1.00,CRC,"12,765.00",1,-1,0,0.00,0,0,"1,521.8400",0
000538866,20170601.,20170701.,C002080,A000348,4.00,CRC,"6,840.00",1,-1,0,889.20,0,0,"2,393.8300",0
000538911,20170601.,20170701.,C001577,A000301,20.00,CRC,"4,900.00",1,-1,0,637.00,0,0,"1,722.3100",0
000538933,20170601.,20170801.,C003691,A000321,"6,000.00",CRC,"4,139,100.00",2,-1,0,"516,559.68",0,0,"187,982.3100",0
000538961,20170601.,20170701.,C003157,A000348,6.00,CRC,"10,260.00",1,-1,0,"1,333.80",0,0,"3,590.7500",0
000539007,20170601.,20170701.,C000207,A000315,3.00,CRC,"12,525.00",1,-1,0,"1,628.25",0,0,"1,923.3400",0
000539017,20170601.,20170701.,C001722,A000319,6.00,CRC,"6,361.20",1,-1,0,0.00,0,0,"2,492.1500",0
000539017,20170601.,20170701.,C001722,A000324,6.00,CRC,"7,446.60",1,-1,0,0.00,0,0,"2,072.0200",0
000539017,20170601.,20170701.,C001722,A000327,6.00,CRC,"6,939.00",1,-1,0,0.00,0,0,"1,938.5300",0
000539017,20170601.,20170701.,C001722,A000320,6.00,CRC,"6,183.00",1,-1,0,0.00,0,0,"1,765.6200",0
000539017,20170601.,20170701.,C001722,A000322,6.00,CRC,"6,906.60",1,-1,0,0.00,0,0,"1,928.1200",0
000539065,20170601.,20170901.,C000232,A000374,2.00,CRC,"6,004.00",1,-1,0,780.52,0,0,9.010.800,0
000539065,20170601.,20170901.,C000232,A000388,6.00,CRC,"32,118.00",1,-1,0,"4,175.34",0,0,"10,535.2400",0
000539075,20170601.,20170701.,C000494,A000327,10.00,CRC,"12,850.00",1,-1,0,0.00,0,0,"4,515.8800",0
000539112,20170602.,20170702.,C001417,A000308,2.00,CRC,"16,590.00",1,-1,0,"2,156.70",0,0,"7,549.5300",0
000539158,20170602.,20170702.,C002329,A000376,4.00,CRC,"19,816.80",1,-1,0,0.00,0,0,"3,962.2600",0
000539158,20170602.,20170702.,C002329,A000379,4.00,CRC,"21,486.60",1,-1,0,0.00,0,0,"4,298.0500",0
000539191,20170602.,20170702.,C000978,A000309,6.00,CRC,"70,770.00",1,-1,0,"9,200.10",0,0,"31,849.2200",0
000539207,20170602.,20170702.,C002329,A000379,24.00,CRC,"128,919.60",1,-1,0,0.00,0,0,"25,788.3000",0
000539228,20170602.,20170702.,C002329,A000321,24.00,CRC,"22,320.00",1,-1,0,0.00,0,0,"9,651.9900",0
000539309,20170603.,20170703.,C001422,A000340,12.00,CRC,"2,646.00",1,-1,0,0.00,0,0,"1,681.9100",0
000539327,20170603.,20170803.,C003691,A000326,"8,460.00",CRC,"7,021,800.00",2,-1,0,"876,320.64",0,0,"1,131,730.5800",0
000539405,20170605.,20170705.,C003720,A000319,18.00,CRC,"21,204.00",1,-1,0,0.00,0,0,"9,596.8500",0
000539405,20170605.,20170705.,C003720,A000321,18.00,CRC,"16,740.00",1,-1,0,0.00,0,0,"7,238.9900",0
000539405,20170605.,20170705.,C003720,A000329,18.00,CRC,"18,450.00",1,-1,0,0.00,0,0,"8,030.4100",0
000539418,20170605.,20170705.,C001026,A000321,12.00,CRC,"11,160.00",1,-1,0,0.00,0,0,"4,825.9900",0
000539421,20170605.,20170805.,C000476,A000308,2.00,CRC,"16,590.00",1,-1,0,"2,156.70",0,0,"7,549.5300",0
000539437,20170605.,20170805.,C003691,A000341,30.00,CRC,"5,411.10",2,-1,0,0.00,0,0,"2,821.1700",0
000539444,20170605.,20170805.,C003691,A000329,"1,140.00",CRC,"963,300.00",2,-1,0,"120,219.84",0,0,"122,476.5800",0
000539445,20170605.,20170805.,C003691,A000329,"1,620.00",CRC,"1,368,900.00",2,-1,0,"170,838.72",0,0,"174,045.6600",0
000539463,20170605.,20170905.,C000395,A000382,12.00,CRC,"21,617.16",1,-1,0,0.00,0,0,"6,145.5600",0
000539490,20170605.,20170805.,C003691,A000341,30.00,CRC,"5,411.10",2,33,0,0.00,0,0,"2,821.1700",0
000539626,20170606.,20170706.,C000351,A000313,1.00,CRC,"13,751.83",1,-1,0,"1,787.74",0,0,"5,705.8300",0
000539668,20170606.,20170806.,C000571,A000353,40.00,CRC,"179,528.80",1,-1,0,0.00,0,0,"25,108.8000",0
000539773,20170606.,20170706.,C000593,A000309,1.00,CRC,"10,717.00",1,-1,0,"1,393.21",0,0,"4,230.2000",0
000539790,20170606.,20170706.,C000034,A000376,3.00,CRC,"12,522.00",1,-1,0,0.00,0,0,6.310.900,0
000539839,20170606.,20170706.,C000950,A000336,6.00,CRC,"8,748.00",1,-1,0,0.00,0,0,"4,963.9900",0
000539844,20170606.,20170906.,C000232,A000374,2.00,CRC,"6,004.00",1,-1,0,780.52,0,0,9.010.000,0
000539844,20170606.,20170906.,C000232,A000375,5.00,CRC,"15,010.00",1,-1,0,0.00,0,0,"2,252.5000",0
000539845,20170606.,20170706.,C000957,A000308,2.00,CRC,"16,590.00",1,-1,0,"2,156.70",0,0,"7,549.5300",0
000539873,20170606.,20170706.,C000158,A000325,6.00,CRC,"9,588.00",1,-1,0,0.00,0,0,"4,787.2700",0
000539873,20170606.,20170706.,C000158,A000327,6.00,CRC,"7,710.00",1,-1,0,0.00,0,0,"2,709.5300",0
000539897,20170606.,20170706.,C003801,A000308,3.00,CRC,"24,885.00",1,-1,0,"3,235.05",0,0,"11,324.2900",0
000539975,20170607.,20170707.,C003275,A000387,15.00,CRC,"40,500.00",1,-1,0,"5,265.00",0,0,"24,140.9100",0
000539988,20170607.,20170707.,C003275,A000387,10.00,CRC,"27,000.00",1,-1,0,"3,510.00",0,0,"16,093.9400",0
000539989,20170607.,20170807.,C000369,A000329,4.00,CRC,"4,100.00",1,-1,0,0.00,0,0,"1,784.5400",0
000539989,20170607.,20170807.,C000369,A000321,4.00,CRC,"3,720.00",1,-1,0,0.00,0,0,"1,608.6700",0
000540094,20170607.,20170807.,C000571,A000359,40.00,CRC,"98,640.00",1,-1,0,0.00,0,0,"19,718.4300",0
000540104,20170607.,20170707.,C003275,A000387,93.00,CRC,"251,100.00",1,-1,0,"32,643.00",0,0,"149,673.6200",0
000540120,20170607.,20170707.,C003275,A000387,92.00,CRC,"248,400.00",1,-1,0,"32,292.00",0,0,"148,064.2300",0
000540126,20170607.,20170707.,C001237,A000334,3.00,CRC,"3,717.90",1,-1,0,0.00,0,0,"1,682.9300",0
000540232,20170607.,20170807.,C000184,A000379,20.00,CRC,"107,433.00",1,-1,0,0.00,0,0,"21,490.2500",0
000540232,20170607.,20170807.,C000184,A000376,20.00,CRC,"99,084.00",1,-1,0,0.00,0,0,"19,811.2700",0
000540242,20170607.,20170707.,C001861,A000341,12.00,CRC,"2,652.00",1,-1,0,0.00,0,0,"1,691.7800",0
000540256,20170607.,20170707.,C000348,A000308,2.00,CRC,"16,590.00",1,-1,0,"2,156.70",0,0,"7,549.5200",0
000540265,20170607.,20170707.,C000207,A000313,1.00,CRC,"11,637.96",1,-1,0,"1,512.93",0,0,"3,591.9600",0
000540270,20170608.,20170808.,C003691,A000321,"9,000.00",CRC,"6,208,650.00",2,-1,0,"774,839.52",0,0,"281,973.4800",0
000540270,20170608.,20170808.,C003691,A000329,"7,020.00",CRC,"5,931,900.00",2,-1,0,"740,301.12",0,0,"754,197.8800",0
000540276,20170608.,20170708.,C003719,A000382,12.00,CRC,"21,617.16",1,-1,0,0.00,0,0,"6,145.5600",0
000540278,20170608.,20170708.,C003813,A000379,1.00,CRC,"5,371.65",1,-1,0,0.00,0,0,"1,074.5100",0
000540292,20170608.,20170608.,C001242,A000322,6.00,CRC,"7,290.30",1,-1,0,0.00,0,0,"2,311.8100",0
000540328,20170608.,20170708.,C003182,A000308,2.00,CRC,"16,590.00",1,-1,0,"2,156.70",0,0,"7,549.5200",0
000540328,20170608.,20170708.,C003182,A000309,2.00,CRC,"23,590.00",1,-1,0,"3,066.70",0,0,"10,616.4100",0
000540367,20170608.,20170708.,C002019,A000325,24.00,CRC,"38,352.00",1,-1,0,0.00,0,0,"19,149.0800",0
000540381,20170608.,20170708.,C001296,A000359,6.00,CRC,"13,926.00",1,-1,0,0.00,0,0,"2,087.7700",0
000540407,20170608.,20170708.,C002019,A000325,150.00,CRC,"239,700.00",1,-1,0,0.00,0,0,"119,681.7300",0
000540429,20170608.,20170708.,C001646,A000348,48.00,CRC,"82,080.00",1,-1,0,"10,670.40",0,0,"28,725.9900",0
000540497,20170608.,20170708.,C000694,A000341,10.00,CRC,"2,099.50",1,-1,0,0.00,0,0,"1,299.3200",0
000540497,20170608.,20170708.,C000694,A000340,10.00,CRC,"2,099.50",1,-1,0,0.00,0,0,"1,296.0900",0
000540508,20170608.,20170708.,C001851,A000382,12.00,CRC,"21,617.16",1,-1,0,0.00,0,0,"6,145.5600",0
000540511,20170608.,20170708.,C001238,A000376,3.00,CRC,"12,524.71",1,-1,0,0.00,0,0,6.338.000,0
000540513,20170608.,20170708.,C003827,A000382,10.00,CRC,"18,014.30",1,-1,0,0.00,0,0,"5,121.3000",0
000540526,20170608.,20170708.,C003275,A000387,50.00,CRC,"135,000.00",1,-1,0,"17,550.00",0,0,"80,469.6900",0
000540623,20170609.,20170609.,C000712,A000382,2.00,CRC,"3,602.86",1,-1,0,0.00,0,0,"1,024.2600",0
000540647,20170609.,20170709.,C001571,A000382,12.00,CRC,"21,617.16",1,-1,0,0.00,0,0,"6,145.5600",0
000540711,20170609.,20170709.,C000547,A000344,30.00,CRC,"6,120.00",1,-1,0,0.00,0,0,"3,758.1900",0
000540711,20170609.,20170709.,C000547,A000345,30.00,CRC,"6,630.00",1,-1,0,0.00,0,0,"4,291.6200",0
000540743,20170609.,20170709.,C001418,A000348,12.00,CRC,"19,494.00",1,-1,0,"2,534.22",0,0,"6,155.5000",0
000540749,20170609.,20170609.,C003790,A000336,12.00,CRC,"16,621.20",1,-1,0,0.00,0,0,"9,053.1700",0
000540749,20170609.,20170609.,C003790,A000321,12.00,CRC,"10,602.00",1,-1,0,0.00,0,0,"4,267.9900",0
000540797,20170609.,20170709.,C001244,A000329,24.00,CRC,"22,140.00",1,-1,0,0.00,0,0,"8,247.2100",0
000540817,20170610.,20170710.,C001422,A000341,24.00,CRC,"5,313.60",1,-1,0,0.00,0,0,"3,393.1700",0
000540817,20170610.,20170710.,C001422,A000345,24.00,CRC,"5,940.00",1,-1,0,0.00,0,0,"4,069.2900",0
000540900,20170612.,20170712.,C000207,A000348,24.00,CRC,"41,040.00",1,-1,0,"5,335.20",0,0,"14,363.0000",0
000540921,20170612.,20170712.,C001191,A000325,150.00,CRC,"246,900.00",1,28,0,0.00,0,0,"126,881.7300",0
000540986,20170612.,20170712.,C000117,A000382,12.00,CRC,"21,617.16",1,-1,0,0.00,0,0,"6,145.5600",0
000540992,20170612.,20170812.,C003691,A000341,60.00,CRC,"10,822.20",2,-1,0,0.00,0,0,"5,642.3400",0
000541005,20170612.,20170712.,C003265,A000344,6.00,CRC,"1,224.00",1,-1,0,0.00,0,0,7.516.400,0
000541005,20170612.,20170712.,C003265,A000345,6.00,CRC,"1,326.00",1,-1,0,0.00,0,0,8.583.200,0
000541039,20170612.,20170712.,C000277,A000308,1.00,CRC,"8,295.00",1,-1,0,"1,078.35",0,0,"3,774.7600",0
000541041,20170612.,20170712.,C001074,A000341,15.00,CRC,"3,315.00",1,-1,0,0.00,0,0,"2,114.7300",0
000541041,20170612.,20170712.,C001074,A000344,15.00,CRC,"3,060.00",1,-1,0,0.00,0,0,"1,879.0900",0
000541041,20170612.,20170712.,C001074,A000345,12.00,CRC,"2,652.00",1,-1,0,0.00,0,0,"1,716.6500",0
000541092,20170612.,20170812.,C000361,A000308,3.00,CRC,"23,640.75",1,-1,0,"3,073.30",0,0,"10,080.0400",0
000541107,20170612.,20170912.,C001473,A000329,6.00,CRC,"6,150.00",1,-1,0,0.00,0,0,"2,676.8000",0
000541107,20170612.,20170912.,C001473,A000321,12.00,CRC,"11,160.00",1,-1,0,0.00,0,0,"4,826.0000",0
000541118,20170612.,20170712.,C002042,A000314,8.00,CRC,"20,919.04",1,-1,0,"2,719.48",0,0,"9,248.6700",0
000541118,20170612.,20170712.,C002042,A000336,12.00,CRC,"9,600.00",1,-1,0,0.00,0,0,"2,031.9700",0
000541119,20170612.,20170712.,C002994,A000336,12.00,CRC,"9,600.00",1,-1,0,0.00,0,0,"2,031.9700",0
000541127,20170612.,20170712.,C001351,A000348,50.00,CRC,"85,500.00",1,-1,0,"11,115.00",0,0,"29,922.9100",0
000541127,20170612.,20170712.,C001351,A000308,2.00,CRC,"16,590.00",1,-1,0,"2,156.70",0,0,"7,549.5300",0
000541133,20170612.,20170712.,C003015,A000336,12.00,CRC,"9,600.00",1,-1,0,0.00,0,0,"2,031.9700",0
000541161,20170612.,20170712.,C001422,A000341,24.00,CRC,"5,313.60",1,-1,0,0.00,0,0,"3,393.1700",0
000541161,20170612.,20170712.,C001422,A000345,24.00,CRC,"5,940.00",1,-1,0,0.00,0,0,"4,069.2900",0
000541166,20170612.,20170712.,C000642,A000329,8.00,CRC,"8,200.00",1,-1,0,0.00,0,0,"3,569.0700",0
000541166,20170612.,20170712.,C000642,A000341,6.00,CRC,"1,326.00",1,-1,0,0.00,0,0,8.458.900,0
000541269,20170613.,20170713.,C000629,A000328,24.00,CRC,"42,840.00",1,-1,0,0.00,0,0,"22,522.2800",0
000541269,20170613.,20170713.,C000629,A000325,24.00,CRC,"38,352.00",1,-1,0,0.00,0,0,"19,149.0800",0
000541269,20170613.,20170713.,C000629,A000322,24.00,CRC,"30,696.00",1,-1,0,0.00,0,0,"10,782.0600",0
000541269,20170613.,20170713.,C000629,A000320,24.00,CRC,"27,480.00",1,-1,0,0.00,0,0,"9,810.5000",0
000541269,20170613.,20170713.,C000629,A000319,24.00,CRC,"28,272.00",1,-1,0,0.00,0,0,"12,454.5600",0
000541335,20170613.,20170713.,C000034,A000382,3.00,CRC,"5,404.29",1,-1,0,0.00,0,0,"1,536.3900",0
000541363,20170613.,20170813.,C000661,A000336,6.00,CRC,"8,748.00",1,-1,0,0.00,0,0,"4,963.9900",0
000541363,20170613.,20170813.,C000661,A000327,6.00,CRC,"7,710.00",1,-1,0,0.00,0,0,"2,709.5300",0
000541363,20170613.,20170813.,C000661,A000330,1.00,CRC,"4,360.00",1,-1,0,0.00,0,0,"1,525.6800",0
000541444,20170613.,20170713.,C003819,A000376,6.00,CRC,"29,725.20",1,-1,0,0.00,0,0,"5,943.3800",0
000541449,20170613.,20170913.,C000395,A000376,3.00,CRC,"12,524.71",1,-1,0,0.00,0,0,6.338.000,0
000541483,20170613.,20170713.,C000158,A000334,12.00,CRC,"16,524.00",1,-1,0,0.00,0,0,"8,384.1200",0
000541483,20170613.,20170713.,C000158,A000325,12.00,CRC,"19,176.00",1,-1,0,0.00,0,0,"9,574.5400",0
000541606,20170614.,20170814.,C002273,A000321,12.00,CRC,"11,160.00",1,-1,0,0.00,0,0,"4,825.9900",0
000541666,20170614.,20170614.,C000712,A000321,6.00,CRC,"5,580.00",1,-1,0,0.00,0,0,"2,413.0000",0
000541683,20170614.,20170614.,C003124,A000348,6.00,CRC,"10,260.00",1,-1,0,"1,333.80",0,0,"3,590.7500",0
000541771,20170614.,20170714.,C000368,A000343,20.00,CRC,"5,800.00",1,-1,0,0.00,0,0,"3,229.0400",0
000541801,20170614.,20170714.,C000627,A000376,6.00,CRC,"25,050.00",1,-1,0,0.00,0,0,"1,268.1800",0
000541810,20170614.,20170614.,C003471,A000348,18.00,CRC,"30,780.00",1,-1,0,"4,001.40",0,0,"10,772.2500",0
000541826,20170615.,20170715.,C003639,A000313,1.00,CRC,"11,637.96",1,-1,0,"1,512.93",0,0,"3,591.9600",0
000541826,20170615.,20170715.,C003639,A000376,2.00,CRC,"8,348.00",1,-1,0,0.00,0,0,4.207.300,0
000541906,20170615.,20170815.,C000184,A000389,6.00,CRC,"46,692.00",1,-1,0,"6,069.96",0,0,"9,075.0400",0
000541941,20170615.,20170615.,C003604,A000382,30.00,CRC,"54,150.00",1,-1,0,0.00,0,0,"15,470.9900",0
000541975,20170615.,20170715.,C003275,A000387,100.00,CRC,"270,000.00",1,-1,0,"35,100.00",0,0,"160,939.3800",0
000542008,20170615.,20170715.,C001570,A000382,5.00,CRC,"9,007.15",1,-1,0,0.00,0,0,"2,560.6500",0
000542168,20170616.,20170716.,C001417,A000309,1.00,CRC,"11,795.00",1,-1,0,"1,533.35",0,0,"5,308.2000",0
000542168,20170616.,20170716.,C001417,A000308,1.00,CRC,"8,295.00",1,-1,0,"1,078.35",0,0,"3,774.7600",0
000542190,20170616.,20170716.,C003182,A000382,24.00,CRC,"43,234.32",1,-1,0,0.00,0,0,"12,291.1200",0
000542190,20170616.,20170716.,C003182,A000341,12.00,CRC,"2,652.00",1,-1,0,0.00,0,0,"1,691.7800",0
000542201,20170616.,20170716.,C000856,A000359,2.00,CRC,"4,642.00",1,-1,0,0.00,0,0,6.954.000,0
000542291,20170616.,20170616.,C003790,A000312,1.00,CRC,"10,118.46",1,-1,0,"1,315.40",0,0,"3,122.9800",0
000542291,20170616.,20170616.,C003790,A000321,12.00,CRC,"11,160.00",1,-1,0,0.00,0,0,"4,825.9900",0
000542295,20170616.,20170616.,C000712,A000367,1.00,CRC,"1,315.06",1,-1,0,0.00,0,0,654.800,0
000542351,20170617.,20170717.,C003486,A000348,24.00,CRC,"41,040.00",1,-1,0,"5,335.20",0,0,"14,363.0000",0
000542408,20170619.,20170819.,C003691,A000341,30.00,CRC,"5,411.10",2,-1,0,0.00,0,0,"2,821.1700",0
000542430,20170619.,20170919.,C001473,A000321,25.00,CRC,"23,250.00",1,-1,0,0.00,0,0,"10,054.1600",0
000542430,20170619.,20170919.,C001473,A000348,50.00,CRC,"63,750.00",1,-1,0,"8,287.50",0,0,"8,172.9100",0
000542460,20170619.,20170819.,C003691,A000341,30.00,CRC,"5,411.10",2,33,0,0.00,0,0,"2,821.1700",0
000542511,20170619.,20170919.,C000395,A000376,3.00,CRC,"12,524.71",1,-1,0,0.00,0,0,6.338.000,0
000542632,20170619.,20170819.,C000571,A000376,10.00,CRC,"41,749.04",1,-1,0,0.00,0,0,"2,112.6800",0
000542646,20170619.,20170719.,C000642,A000329,4.00,CRC,"4,100.00",1,-1,0,0.00,0,0,"1,784.5400",0
000542646,20170619.,20170719.,C000642,A000338,50.00,CRC,"3,400.00",1,-1,0,0.00,0,0,"1,593.4900",0
000542694,20170620.,20170820.,C000369,A000321,12.00,CRC,"11,160.00",1,-1,0,0.00,0,0,"4,826.0000",0
000542762,20170620.,20170720.,C002110,A000308,2.00,CRC,"16,590.00",1,-1,0,"2,156.70",0,0,"7,549.5300",0
000542763,20170620.,20170820.,C000661,A000345,10.00,CRC,"2,210.00",1,-1,0,0.00,0,0,"1,430.5400",0
000542763,20170620.,20170820.,C000661,A000344,10.00,CRC,"2,040.00",1,-1,0,0.00,0,0,"1,252.7300",0
000542766,20170620.,20170720.,C000505,A000310,2.00,CRC,"10,516.18",1,-1,0,"1,367.10",0,0,"2,966.1000",0
000542846,20170620.,20170720.,C001244,A000329,24.00,CRC,"22,140.00",1,-1,0,0.00,0,0,"5,249.6500",0
000542876,20170620.,20170720.,C003258,A000343,3.00,CRC,870.00,1,-1,0,0.00,0,0,4.843.600,0
000542876,20170620.,20170720.,C003258,A000344,6.00,CRC,"1,224.00",1,-1,0,0.00,0,0,7.516.400,0
000542882,20170620.,20170720.,C003801,A000314,3.00,CRC,"6,055.02",1,-1,0,787.15,0,0,"1,678.6300",0
000542899,20170620.,20170920.,C000232,A000387,3.00,CRC,"16,059.00",1,-1,0,"2,087.67",0,0,"12,787.1800",0
000542922,20170620.,20170720.,C002074,A000382,6.00,CRC,"10,808.58",1,-1,0,0.00,0,0,"3,072.7800",0
000542946,20170620.,20170720.,C001430,A000310,1.00,CRC,"5,258.09",1,-1,0,683.55,0,0,"1,483.0500",0
000542983,20170620.,20170720.,C002329,A000329,24.00,CRC,"24,600.00",1,-1,0,0.00,0,0,"7,709.6500",0
000542983,20170620.,20170720.,C002329,A000328,24.00,CRC,"42,840.00",1,-1,0,0.00,0,0,"22,522.2800",0
000543015,20170621.,20170621.,C001242,A000348,6.00,CRC,"9,747.00",1,-1,0,"1,267.11",0,0,"3,077.7500",0
000543024,20170621.,20170821.,C003831,A000301,6.00,CRC,"1,583.16",1,-1,0,205.81,0,0,6.298.500,0
000543095,20170621.,20170721.,C001571,A000389,24.00,CRC,"199,200.00",1,-1,0,"25,896.00",0,0,"48,732.1600",0
000543106,20170621.,20170821.,C000479,A000308,1.00,CRC,"7,465.50",1,-1,0,970.52,0,0,"2,945.2600",0
000543153,20170621.,20170721.,C003154,A000376,3.00,CRC,"12,524.71",1,-1,0,0.00,0,0,6.338.000,0
000543170,20170621.,20170721.,C003178,A000321,20.00,CRC,"18,600.00",1,-1,0,0.00,0,0,"8,043.3200",0
000543170,20170621.,20170721.,C003178,A000329,20.00,CRC,"20,500.00",1,-1,0,0.00,0,0,"6,424.7100",0
000543199,20170621.,20170721.,C000719,A000314,2.00,CRC,"4,036.68",1,-1,0,524.77,0,0,"1,119.0900",0
000543213,20170621.,20170721.,C000207,A000348,12.00,CRC,"20,520.00",1,-1,0,"2,667.60",0,0,"7,181.5000",0
000543230,20170621.,20170721.,C002138,A000379,1.00,CRC,"5,371.65",1,-1,0,0.00,0,0,2.873.300,0
000543241,20170621.,20170721.,C001351,A000348,24.00,CRC,"41,040.00",1,-1,0,"5,335.20",0,0,"14,363.0000",0
000543296,20170621.,20170721.,C000950,A000329,12.00,CRC,"12,300.00",1,-1,0,0.00,0,0,"3,854.8300",0
000543319,20170621.,20170921.,C001473,A000315,5.00,CRC,"20,875.00",1,-1,0,"2,713.75",0,0,"3,151.5900",0
000543319,20170621.,20170921.,C001473,A000387,10.00,CRC,"53,530.00",1,-1,0,"6,958.90",0,0,"42,623.9400",0
000543319,20170621.,20170921.,C001473,A000388,10.00,CRC,"53,530.00",1,-1,0,"6,958.90",0,0,"17,558.7400",0
000543319,20170621.,20170921.,C001473,A000389,3.00,CRC,"23,346.00",1,-1,0,"3,034.98",0,0,"4,537.5200",0
000543399,20170622.,20170722.,C000092,A000388,10.00,CRC,"53,520.00",1,-1,0,"6,957.60",0,0,"17,548.7400",0
000543429,20170622.,20170722.,C003572,A000308,2.00,CRC,"16,590.00",1,-1,0,"2,156.70",0,0,"7,549.5200",0
000543453,20170622.,20170722.,C003157,A000327,6.00,CRC,"7,710.00",1,-1,0,0.00,0,0,"2,709.5300",0
000543458,20170622.,20170722.,C000183,A000324,6.00,CRC,"8,274.00",1,-1,0,0.00,0,0,"2,764.0000",0
000543458,20170622.,20170722.,C000183,A000336,4.00,CRC,"5,832.00",1,-1,0,0.00,0,0,"3,309.3200",0
000543490,20170622.,20170722.,C001260,A000320,24.00,CRC,"27,480.00",1,-1,0,0.00,0,0,"9,810.5000",0
